"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"19/04/2022","1,407.69","1,441.34","1,449.21","1,407.69","404.78K","-2.09%"
"18/04/2022","1,437.72","1,463.21","1,463.21","1,430.70","483.07K","-1.97%"
"15/04/2022","1,466.58","1,485.91","1,490.22","1,464.08","406.78K","-1.53%"
"14/04/2022","1,489.33","1,498.00","1,502.72","1,488.34","293.79K","-0.36%"
"13/04/2022","1,494.67","1,475.70","1,494.67","1,465.21","378.44K","1.62%"
"12/04/2022","1,470.83","1,500.71","1,503.27","1,470.83","386.17K","-1.58%"
"08/04/2022","1,494.39","1,515.30","1,520.99","1,494.39","422.75K","-1.42%"
"07/04/2022","1,515.90","1,537.33","1,539.45","1,515.90","468.94K","-1.22%"
"06/04/2022","1,534.69","1,519.62","1,536.78","1,515.13","538.60K","0.53%"
"05/04/2022","1,526.58","1,530.78","1,537.35","1,526.34","381.92K","-0.47%"
"04/04/2022","1,533.73","1,544.60","1,544.81","1,533.73","458.58K","0.26%"
"01/04/2022","1,529.68","1,497.70","1,529.68","1,494.20","501.93K","2.00%"
"31/03/2022","1,499.71","1,499.10","1,506.39","1,495.68","337.05K","0.23%"
"30/03/2022","1,496.26","1,496.80","1,510.04","1,488.92","470.63K","-0.34%"
"29/03/2022","1,501.30","1,487.28","1,502.78","1,487.28","347.97K","1.06%"
"28/03/2022","1,485.61","1,500.54","1,500.54","1,475.10","547.00K","-1.01%"
"25/03/2022","1,500.70","1,500.42","1,504.09","1,496.25","382.26K","0.10%"
"24/03/2022","1,499.19","1,505.36","1,506.87","1,496.78","410.56K","-0.35%"
"23/03/2022","1,504.44","1,509.29","1,515.96","1,504.06","439.01K","-0.18%"
"22/03/2022","1,507.11","1,501.03","1,511.39","1,500.48","489.68K","0.78%"
"21/03/2022","1,495.49","1,472.97","1,495.49","1,472.97","386.54K","1.75%"
"18/03/2022","1,469.74","1,467.30","1,476.03","1,467.30","403.35K","0.44%"
"17/03/2022","1,463.36","1,472.33","1,472.60","1,463.28","370.98K","-0.08%"
"16/03/2022","1,464.50","1,465.70","1,468.20","1,459.53","299.23K","0.44%"
"15/03/2022","1,458.10","1,448.73","1,458.75","1,441.80","376.03K","0.66%"
"14/03/2022","1,448.60","1,460.18","1,462.76","1,442.30","475.97K","-1.24%"
